SerialNo,SerialNo_Normalized,LibraryNumber,begLineNo,endLineNo,nLines,byteCount,Collection,Title-English,Title-Sanskrit,Title-Tibetan,"Title-Tibetan Brief",SealIDs,Author-Tibetan,Author-English,Primary-Author-Tibetan,Primary-Author-English,SectionVolume,volume,volNdx,Colophon,Language,"Folios or pages","Published date","Text Format","Paper source","Paper hue","Paper grade",Readability,"Lines Per Page","Page Size","Printed area size",Location,"Drawings and illustrations",Notes,modDate,"Cataloger Name",Z,J,J1,J2,J3,W,crDate,refFrom,hasDupSerNos,dupSerNoIDs,isDupSerNo,dupTitleDeleted,dupTitleIDs,dontUse,parentFilePath,parentRecID,text,addedToWork,recID
M0006872,M0006872,,906,952,47,49192,,,,"DPAL GSHIN RJE GSHED LHA BCU GSUM MA RNAM KYI DKYIL 'KHOR DU DBANG BSKUR BA SGRUB PA'I THABS KYI CHO GA RIN PO CHE'I PHRENG BA BZHUGS SO","RIN PHRENG",,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",THA,THA,10,"@052B CES BCOM LDAN 'DAS GSHIN RJE GSHED BCU GSUM MA GSUM GYI
DKYIL 'KHOR GYI CHO GA RIN PO CHE'I PHRENG BA ZHES BYA BA 'DI NI
RVA LO TZTSA BAS MDZAD PA'I 'JIGS BYED BCU GSUM MA'I CHO GA PHAL
CHER DPAL 'DZIN GYI GZHUNG DANG

MTHUN PAR SNANG BAS, GSUM GA GRUB CHEN DPAL 'DZIN GYI GZHUNG
GZHIR BYAS LA, KHUNGS THUB KYI DKYIL CHOG GZHAN NAS KHA BSKONGS
TE, CHO GA'I GO DON DANG DAG MA DAG GI RNAM DBYE SHIN TU GSAL BA
MCHAN DANG BCAS PA 'DI

@053A *, ,GSHIN RJE GSHED KYI RNAL 'BYOR BA SHAR TZONG KHA PA
BLO BZANG GRAGS PA'I DPAL GYIS 'BROG RI PO CHE DGE LDAN RNAM PAR
RGYAL BA'I GLING DU SBYAR BA'I YI GE PA NI SDOM BRTZON DGE
SBYONG BSOD NAMS BLO GROS SO, ,

MANGGA LAm,, AOm SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI
BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD,
,'GRO KUN SPYOD PHYIR SKU 'BUM BYAMS PA GLING, ,

CHOS SDE CHE NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,,
,,",,1A-53A,,XYL,T,"W, W",G,G,6,"51.5x8.0 cm","48.0x6.5 cm","SKU 'BUM BYAMS PA GLING","1BL-*, ,DPAL RDO RJE 'JIGS BYED LA NA MO,,   1BR-*, ,DPAL GSHIN RJE GSHED DMAR LA NA MO,,   2AL-*, ,DPAL GSHIN RJE DGRA NAG LA NA MO,,   2AR-*, ,RJE RGYAL BA GNYIS PA LA NA MO,,",,"2002-09-17 21:13:16",,1750,M0288930.086-0855,,,,MBS,"2002-09-17 21:13:16",,1,1215,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0917-2.138",30006,,0,44640
M0007044,M0007044,,1837,1904,68,55585,,,,"BSTAN BCOS CHEN PO DBU MA LA 'JUG PA'I RNAM BSHAD DGONGS PA RAB GSAL BZHUGS SO","RAB GSAL",,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",MA,MA,16,"@302B CES DBU MA LA 'JUG PA'I RGYA CHER BSHAD PA DGONGS PA
RAB GSAL ZHES BYA BA 'DI NI, DGE BA'I BSHES GNYEN LHU LA 

DKA' BCU PA LEGS PA DPAL GYIS DNGUL SRANG BZHI BCU'I MAndAL PHUL
TE NAN CHER BSKUL BA DANG, GZHAN YANG DGE BA'I BSHES GNYEN CHOS
'DI LA SHIN TU MOS SHING, DON RTOGS PA'I BLO'I NUS PA MI DMAN PA
MANG PO ZHIG GIS 'GREL 

@303A *, ,PA'I DKA' GNAS RNAMS KYI BSHAD PA RNAMS TSANG BA, TSIG
DON GSAL ZHIG SPYI DON GYI MTHA' GCOD PA RGYAS PA ZHIG GYIS SHIG
CES NAN TAN GYIS BSKUL BA'I DON DU, DBU MA CHEN PO'I RNAL 'BYOR
PA MANG DU THOS PA'I DGE SLONG SHAR TZONG KHA PA BLO BZANG GRAGS
PA'I

DPAL GYIS, 'BROG RI BO CHE DGE LDAN RNAM PAR RGYAL BA'I GLING DU
SBYAR BA''O,, ,,AOm SVA STI, THEG GSUM DAM PA'I SGO MTHA' KLAS
PA'I , ,YANG SNYING THEG MCHOG ZAB MO'I LAM BZANG TSAL, ,YAB RJE
RGYAL BA'I GTZUG LAG 'OD SNANG GIS, , KHONG NAS DZUM PA'I RNAM
THAR 'DI

KO RMAD, ,LEGS SPYAD DPAG YAS BSKAL MANG BSAGS PA'I BRAS, ,LEGS
SMON BZAN PO'I MTHU NUS DROD SHER GYIS, ,LEGS SMINPHUN TSOGS
SNYE MA G-YUR ZA BA'I, ,LEGS TSOGS BSOD NAMS CHES 'PHAGS CHOS
KYI RJE, ,BSKAL BZANG BSOD NAMS LHAG BSAM DAG

PA YIS, ,DONG TZE KHYON GRANGS SUM BRGYA'I MTHUN PA'I RKYEN,
,LEGS SBYAR MTHA' BRAL DBU MA'I LAM BZANG PO, ,GSAL MDZAD DGONGS
PA RAB GSAL BAR DU BSGRUBS, ,'DIR 'BAD DGE BA'I RLUNG GI SHING
RTA'I SHUGS, ,RNAM DAG THABS SHES NYI ZLA'I BGROD PA RU, ,DPAGS
YAS THEG MCHOG MKHA' LA

RJES SON PAS, ,RANG GZHAN GTAN BDE'I DPAL LA MNGON SPYOD SHOG
,SKYES PAR THOS BSAM SGOM PA'I BSER BU YI, ,RANG BZHIN BRJOD
BRAL NGES PA'I TSANDAN DRI, ,LHAN SKYES GNYUG SEMS MA LA YA
KLUNG NAS, ,DRANGS PAS GNYIS 'DZIN TSA GDUNG BCIL BAR SHOG,
,RGYAL BSTAN PAD TSAL PHAN BDE'I DRI GSUNG CAN, ,

BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN
SPYOD PHYIR SKU 'BUM BYAMS PA GLING, ,CHOS SDE CHE NAS CHO SBYIN
CHAR 'DI SPEL, ,ZHES PA'I 'DI RI MKHYEN DPYOD RAB TU YANGS PA
SKU SNYEN CHOS RJE MCHOG NAS LEGS BSHAD 'DI PAR DU SGRUB SKABS
PAR BYANG SMON TSIG TU GSER TOG MKHAN ZUR YI SHIS THUB BSTAN
RGYA MTSOS BRIS PA'O, ,SARBA MANGGA LAm, ,",,1A-303A,,XYL,T,"W, Y",G,G,6,"52.0x7.8 cm","48.0x6.4 cm","SKU 'BUM BYAMS PA GLING","1BL-*, ,DBU MA'I LAM ZANG GSAL MDZAD 'PHAGS PA LHA,,   1BR-*, ,RGYAL SRAS CHEN POZHI PA LHA YI ZHABS,,   2AL-*, ,DE NYID GSAL MDZAD RIG PA'I KHU BYUG CHE,,   2AR-*, ,SA GSUM 'GRO BA'I MGON PO BLO BZANG GRAGS,,",,"2002-09-30 19:13:16",,1750,M0288930.086-0855,,,,MBS,"2002-09-30 19:13:16",,1,1335,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0927-2.141",26150,,0,45012
M0007166,M0007166,/9\3,543,580,38,41585,,,,"SBYOR BA YAN LAG DRUG GI RDZOGS RIM GYI GNAD BSDUS PA RJE'I GSUNG BZHIN RGYAL STENGS PAS MDZAD PA BZHUGS SO","SBYOR GNAD",,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",DA,DA,11,"@024A *, ,YAN LAG DRUG GI RDZOGS RIM GYI GDAMS PA'I GNAD BSDUS

PA RMAD DU BYUNG BA'I MAN NGAG RDO RJE 'CHANG GNYIS PA SHAR
TZONG KHA PA CHEN PO'I GSUNG BYIN RLABS KYI BDUD RTZIR BYON PA
BRJED DU PHANGS NAS, RJE BTZUN BLA MA DAM PA DE NYID KYI ZHABS
KYI RDUL SPYI POS LEN ZHING GSUNG GI BDUD

@024B RTZI'I RO CUNG ZAD MYANGS PA SH'AKYA'I DGE SLONG RGYAL STENGS
PAS, 'BROG RI BO CHE DGE LDAN RNAM PAR RGYAL BA'I GLING DU BRJED
BYANG YI GER BKOD PA'O, ,'DIS KYANG BSTAN PA'I RIN PO CHE PHYOGS
DUS KUN TU RGYAS PAR BYED NUS PAR GYUR

CIG ,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG CAN, ,
BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN
SPYOD PHYIR SKU 'BUM BYAMS PA GLING, ,CHOS SDE CHE NAS CHOS
SBYIN CHAR 'DI SPEL, ,MANGGA LAm,, ,,",,1A-24B,,XYL,T,"W, Y",G,G,6,"54.7x9.0 cm","48.0x6.5 cm","SKU 'BUM BYAMS PA GLING",,,"2002-10-13 13:30:26",,1750,M0288930.086-0855,,,,MBS,"2002-10-13 13:30:26",,1,1326,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M1009-2.144",27056,,0,45384
M0007822,M0007822,"/RJE 2\",727,755,29,42559,,,,"GSANG BA 'DUS PA'I YIG CHUNG NYER GCIG SOGS BZHUGS SO","YIG CHUNG AithI",8,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",DZA,DZA,19,"@090A *, ,LUS DKYIL GYI YIG CHUNG MAN CHAD 'DI YIG CHUNG NYER
GCIG GI NANG DU GZHAN NAS KHA BKANG STE 'DIR PHYOGS GCIG TU BRIS
BA YIN NO,, ,,SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI BSUNG
CAN, ,BSHAD 

SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD, ,'GRO KUN SPYOD
PHYIR SKU 'BUM BYAMS PA GLING, ,CHOS SDE CHE NAS CHOS SBYIN
CHAR'DI SPEL, ,MANGGA LAm,,",,1A-90A,,XYL,T,"W, Y",G,G,6,"51.2x8.0 cm","48.0x6.5 cm","SKU 'BUM BYAMS PA GLING",,,"2002-12-02 13:34:32",,1815,M0077A29.069-0910,,,,MBL,"2002-12-02 13:34:32",,1,1340,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M1128-2.157",27930,,0,46128
M0008088,M0008088,/16/,1411,1449,39,46152,,,,"RNAM SHES GONG DU 'PHO BA'I RGYA CHER BSHAD PA GSER GYI SGO 'BYED PA BZHUGS SO","'PHO t'IK",48,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",DA,DA,11,"@030B CES RGYUD KYI RGYAL PO KHA SBYOR GYI BRTAG PA BRGYAD
PA'I RA BYED GSUM PA, RNAM SHES GONG DU 'PHO BA'I RGYA CHER
BSHAD PA, GSER GYI SGO 'BYAD PA ZHES BYA BA, RGYUD GDAN BZHI
DANG, ZHAL GYI LUNG RNAMS LEGS PAR GUNG

BSGRIGS SHING, DE DAG GI 'GREL PA RNAMS LA 'DRIS PAR BYAS NAS,
MANG DU THOS PA'I DGE SLONG SHAR TZONG KHA PA BLO BZANG GRAGS
PA'I DPAL GYIS 'BROG RI BO CHE DGA' LDAN RNAM PAR RGYAL BA'I
GLING DU SBYAR BA'I YI GE PA NI SDOM BRTZON DGE SLONG

BSOD NAMS BLO GROS SO,, 'DIS KYANG BSTAN PA RIN PO CHE PHYOGS
DUS KUN TU RGYAS PAR BYED NUS PAR GYUR CIG ,AOm SVA STI, THUB
BSTAN 'DZIN MAR SKAL BZANG ZHING PA'I TSOGS, ,PHAN BDE'I LO TOG
LONGS SU SPYOD PA'I PHYIR, ,

BKRA SHIS G-YAS SU 'KHYIL BA'I CHOS GRVA LAS, ,CHOS SBYIN BDUD
RTZI'I GRU CHAR 'DI PHAB PO,, ,,SARBA MANGGA LAm,",,1A-30B,,XYL,T,"W, Y",G,G,6,"54.5x9.3 cm","48.0x6.3 cm","BKRA SHIS GRVA",,,"2003-03-25 18:11:46",,1815,M0077A29.069-0910,,,,MBL,"2003-03-25 18:11:46",,1,1199,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0311-2.162",29440,,0,47244
M0008704,M0008704,,111,141,31,51114,,,,"N'A RO'I CHOS DRUG GI DMIGS SKOR LAG TU LEN TSUL BSDUS PA RJE'I GSUNG BZHIN SEMS DPA' CHEN PO KUN BSANG PAS BKOD PA BZHUGS SO","N'A RO'I DMIGS SKOR",,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",TA,TA,9,"@020B 'DI DAG NI N'A RO CHOS DRUG GI DMIGS SKOR LAG TU LEN
TSUL BSDUS NAS BKOD PA'O, ,'DI BRIS DGE BA RAB DKAR BDUD RTZI'I
'OD, ,ZAB LAM RIM GNYIS SNANG BA'I BSIL ZER GYIS, ,KUN RMONGS
MUN PA MA LUS MTHAR BYED CING, ,RNAM GROL KU MUD BZHAD PA'I DPAL
GYUR CIG , ,,AOm SVA STI, RGYAL BSTAN PAD TSAL PHAN BDE'I DRI
BSUNG CAN, ,BSHAD SGRUB 'DAB RGYAS RNAM GROL SBRANG RTZI'I BCUD,
,'GRO KUN SPYOD PHYIR SKU 'BUM BYAMS PA GLING, ,CHOS SDE CHE
NAS CHOS SBYIN CHAR 'DI SPEL, ,SARBA MANGGA LAm,, ,,",,1A-20B,,XYL,T,"W, Y",G,G,6,"50.5x8.0 cm","48.0x6.5 cm","SKU 'BUM BYAMS PA GLING",,,"2003-07-23 22:06:28",,1815,M0077A29.069-0910,,,,MBL,"2003-07-23 22:06:28",,1,1378,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0703-2.175",25638,,0,48360
M0008926,M0008926,,822,849,28,43329,,,,"RJE RIN PO CHES 'JAM DPAL GSANG LDAN GYI DPYAD PA YONGS SU RDZOGS NAS RJE RANG NYID KYIS ZIN BRIS SU GNANG BA BZHUGS SO","GSANG LDAN",,"RJE BLO BZANG GRAGS PA",,"BLO BZANG GRAGS PA'I DPAL","Losang Drakpey Pel",DA,DA,11,"@004B RJE THAMS CAD MKHYEN PA TZONG KHA CHEN POS 'JAM DPAL
GSANG

LDAN GYI DPYAD PA YONGS SU RDZOGS NAS MDZAD PA'I ZIN BRIS
RJE RANG NYID KYIS PHYAG BRIS MDZAD PA'I STENG NAS BRIS SO, ,
MANGGA LAm,,",,1A-4B,,XYL,M,"W, W",G,G,6,"53.3x9.3 cm","48.0x6.5 cm","DGA' LDAN THEG CHEN GLING",,,"2003-11-13 08:02:28",,1815,M0077A29.069-0910,,,,MBL,"2003-11-13 08:02:28",,1,1176,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M1111-2.179",29325,,0,48732
M0009398,M0009398,,1709,1735,27,38394,,,,"DPAL RDO RJE GDAN BZHI'I DKYIL 'KHOR GYI CHO GA BDUD RTZI'I THIG LE BZHUGS SO",,,"T'A RA N'A THA",,"T'A RA N'A THA",Taranata,DA,DA,11,"@019A *, ,CES DPAL RDO RJE GDAN

BZHI'I DKYIL 'KHOR GYI CHO GA BDUD RTZI THIG LE ZHES BYA BA 'DI
YANG, RGYAL KHAMS PA T'A RA N'A THAS NGES PAR BRJOD PA'O,, ,,SHU
BHA MASTU (GCIG ZHUS DAG),",,1A-19A,,XYL,T,"W, Y",G,G,7,"56.5x10.5 cm","43.0x7.0 cm",,,,"2004-01-12 12:13:42",,1815,M0077A29.069-0910,,,,MBL,"2004-01-12 12:13:42",,1,1150,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0113-2.188",26717,,0,49104
M0009705,M0009705,,120,148,29,28258,,,,"BCOM LDAN 'DAS 'JAM DPAL GSHIN RJE GSHED DMAR PO LHA LNGA'I DKYIL 'KHOR GYI BDAG 'JUG GSAL BSTAN PA BZHUGS SO",,,"T'A RA N'A THA",,"T'A RA N'A THA",Taranata,CHA,CHA,6,"@024A *, ,CES PA'ANG DON GNYER MANG POS BSKUL BA'I NGOR,
,RGYAL KHAMS PA T'A RA N'A THAS RANG LO SUM CU SO BZHI SON PA
LA, ,DPAL JO MO NANG GI RI KHROD DU SBYAR BA'O, ,

PAR YIG 'DI NI DGA' LEGS PAS BRIS, ,'DI BRIS DGE BAS 'GRO RNAMS
MA KLUS PA, ,MTHAR THUG RDZOGS PA'I SANGS RGYAS THOB PA DANG,
,RGYAL BA'I BSTAN PA YUN RING GNAS PAR SHOG ,BKRA SHIS,,",,1A-24A,,XYL,T,"W, W",G,G,7,"56.5x10.5 cm","43.5x7.0 cm",,,,"2004-02-17 10:01:02",,1800,M0067809.018-0900,,,,MKHL,"2004-02-17 10:01:02",,1,1145,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0209-2.195",27580,,0,49476
M0010077,M0010077,,1044,1073,30,48053,,,,"BYANG CHUB LAM GYI SGRON ME'I SA BCAD MDOR BSDUS BZHUGS SO","LAM SGRON SA BCAD",,"LCANG SKYA ROL PA'I RDO RJE",,"LCANG SKYA ROL PA'I RDO RJE",,KHA,KHA,2,"@005A *, ,DE LTAR BYANG CHUB LAM GYI SGRON ME'I SA BCAD MDOR
BSDUS PA 'DI YANG SLOB BU DAD BRTZON RNAM DPYOD DANG LDAN PA
NA'I MAN GYI GU SHR'I BLO BZANG NOR BU SOGS DON GNYER CAN 'GA'
ZHIG LA PHAN PAR BSAMS NAS ` LCANG SKYA ROL PA'I RDO RJES BRIS
PA'O, ,

@005B 'DIS KYANG 'GRO BA THAMS CAD BYANG CHUB KYI LAM YANG DAG
PA LA 'JUG PAR GYUR CIG ,BKRA SHIS,,",,1A-5B,,XYL,C,"W, W",G,G,6,"51.8x10.3 cm","46.5x6.0 cm","RGYA NAG PAR",,,"2004-03-30 19:23:12",,1800,M0067809.018-0900,,,,MKHL,"2004-03-30 19:23:12",,1,1136,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0326-2.202",29458,,0,49848
M0010543,M0010543,,1393,1414,22,34008,,,,"BKA' BLON MDO MKHAR BAR GNANG BA'I CHAB SHOG BZHUGS","CHAB SHOG",,"LCANG SKYA ROL PA'I RDO RJE",,"LCANG SKYA ROL PA'I RDO RJE",,CA,CA,5,"@003B 'DI YANG DKA' BLO MDO MKHAR BAR GNANG BA'O,, ,,",,1A-3B,,XYL,C,"W, W",G,G,6,"49.5x9.7 cm","47.0x6.0 cm","RGYA NAG PAR",,,"2004-05-11 14:10:30",,1800,M0067809.018-0900,,,,MKHL,"2004-05-11 14:10:30",,1,1122,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0510-2.211",30318,,0,50964
M0010653,M0010653,,69,99,31,43053,,,,"BDE MCHOG DKAR PO'I SGO NAS TSE SGRUB BYA TSUL 'CHI MED BDUD RTZI'I RGYA MTSO ZHES BYA BA BZHUGS",,,"LCANG SKYA ROL PA'I RDO RJE",,"LCANG SKYA ROL PA'I RDO RJE",,GA,GA,3,"@006A *, ,CES BDE MCHOG DKAR PO'I SGO NAS TSE SGRUB BYA TSUL,
'CHI MED BDUD RTZI'I RGYA MTSO ZHES BYA BA 'DI YANG RANG GZHAN
LA PHAN PA'I BSAM PAS

` LCANG SKYA ROL PA'I RDO RJES TSAD LDAN DAM PA'I GSUNG NGAG
SNYAN BRGYUD ZHAL SHES BZHIN DU SBYAR BA'I YI GE PA NI DGE TSUL
DGE LEGS NAM MKHAS BGYIS PA'I DGE BAS

'GRO BA MTHA' DAG 'CHI BDAG GI G-YUL LAS RGYAL BAR GYUR CIG , ,,",,1A-6A,,XYL,C,"W, W",G,G,6,"50.5x10.5 cm","47.0x6.2 cm","RGYA NAG PAR",,,"2004-11-26 11:59:08",,1800,M0067809.018-0900,,,,MKHL,"2004-11-26 11:59:08",,0,,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/From Bob Taylor 1/RCVD.041125/M0521.214",1115,,0,52824
M0011425,M0011425,,834,863,30,39534,,,,"GSOL BRTAN RGYAL KUN YAB GYUR MA DANG NGAG DBANG MKHYEN GTER MA BZHUGS SO","GSOL BRTAN",,"LCANG SKYA ROL PA'I RDO RJE",,"LCANG SKYA ROL PA'I RDO RJE",,NGA,NGA,4,"@002B CES GSOL 'DEBS BRTAN BZHUGS DANG BCAS PA 'DI NI BDAG LTA
BU'I BYIS PA THA MAL BA GSOL 'DEBS SOGS BYED PA'I YUL DU 'OS MIN
KYANG DAM PA'I SKYE BAR SGRO BTAGS

PAS RNGO LAS RING BSREL GYI DPE LTAR DGONGS NAS RIGS RUS PHUN
SUM TSOGS PA BLO BZANG DON 'GRUB AE PHUS NAN TAN CHEN POS BSKUL
BA'I NGOR SKU SKYES NGAG DBANG CHOS GRAGS KYIS SBYAR BA'I YI GE
PA NI DPYOD LDAN DGE TSUL NGAG DBANG BSAM GRUB PO,,",,1A-2B,,XYL,C,"W, W",G,G,5,"50.2x10.0 cm","47.0x6.0 cm","RGYA NAG PAR",,,"2004-12-13 14:15:16",,1800,M0067809.018-0900,,,,MKHL,"2004-12-13 14:15:16",,1,1161,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M1210-2.229",28149,,0,53196
M0011963,M0011963,,409,440,32,41910,,,,"YUM CHEN MO'I MNGON RTOGS BZHUGS SO","YUM MNGON",,"LCANG SKYA NGAG DBANG BLO BZANG CHOS LDAN",,"NGAG DBANG BLO BZANG CHOS LDAN","Ngawang Losang Ch̦den",JA,JA,7,"@003A *, ,'DI NI BSKAL BA DU MAR BSAGS PA'I

LEGS SBYANG RGYA MTSO'I MTHU LAS RIGS RUS STOBS 'BYOR PHUN SUM
TSOGS SHING, SNGON GOMS KYI BAG CHAGS YONGS SU BRTAS PAS DAM
PA'I CHOS LA DAD BRTZON RNAM DPYOD MCHOG TU RGYAS PA'I RGYAL
SRAS BCU GNYIS PAS 'DI LTA BU ZHIG DGOS ZHES BSKUL BA'I BKA'
STZAL LTAR 'JAM DBYANGS GONG MA'I LUNG GIS

KON TING PHU'U SHAN BKVANG TSI T'A KOO SHR'I LCANG SKYA HU THOG
THU ZHES 'BOD PAS BOD CHOS LHA KHANG DU GRAGS PAR SBYAR BA'I YI
GE PA NI RAB 'BYAMS SMRA BA BLO BZANG NYI MA'O,, ,,DGE'O,, ,,",,1A-3A,,XYL,C,"W, W",G,G,6,"50.5x10.2 cm","47.0x7.0 cm","RGYA NAG PAR",,,"2005-02-27 16:11:10",,1800,M0067809.018-0900,,,,MKHL,"2005-02-27 16:11:10",,1,9172,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0225-2.240",26446,,0,54684
M0012329,M0012329,,927,962,36,37344,,,,"RANG GI RTZA BA'I BLA MA'I SKU TSE BRTAN PA'I PHYIR TU BLA MA DKON MCHOG LA GSOL BA 'DEBS TSUL BDE CHEN LHUN 'GRUB MA BZHUGS SO","LHUN 'GRUB MA",,"LCANG SKYA NGAG DBANG BLO BZANG CHOS LDAN",,"NGAG DBANG BLO BZANG CHOS LDAN","Ngawang Losang Ch̦den",JA,JA,7,"@003A *, ,(CES PA 'DI NI RIGS RUS STOBS 'BYOR PHUN SUM TSOGS
PA'I HOR CHEN JA SAG THU DBANG, AOL JO'I DBANG, THE GUS BE'I SE,
THU NU MAL GUNG SOGS KYIS RANG GI RTZA BA'I

BLA MA BSTAN 'GRO LA PHAN PA'I BSAM SBYOR BZANG PO'I YON TAN
PHUN SUM TSOGS PA T'A BLA MA CHA HAN YUL CHING GU'I SKU TSE
ZHABS PAD BRTAN PA'I CHED DU NGAG 'DON BYAS CHOG PA'I BRTAN
BZHUGS KYI TSIGS BCAD 'GA' ZHIG GYIS ZHES BSKUL BA'I NGOR BAN
RGAN SNYOMS LAS PA NGAG DBANG BLO BZANG CHOS LDAN DPAL BZANG POS
MTSO BDUN GYI LHA KHANG

CHEN MOR SBYAR BA'I YI GE PA NI DPYOD LDAN DGE TSUL NGAG DBANG
PHUN TSOGS SO),,",,1A-3A,,XYL,C,"W, W",G,G,6,"52.0x10.0 cm","47.0x7.0 cm","RGYA NAG PAR",,,"2005-03-17 17:12:14",,1800,M0067809.018-0900,,,,MKHL,"2005-03-17 17:12:14",,1,9610,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0317-2.247",29090,,0,55800
M0012485,M0012485,,1231,1255,25,41872,,,,"GSOL 'DEBS BRTAN BZHUGS GSUM TSAN BZHUGS SO","RGYUD RIM GSOL 'DEBS",,"LCANG SKYA NGAG DBANG BLO BZANG CHOS LDAN",,"NGAG DBANG BLO BZANG CHOS LDAN","Ngawang Losang Ch̦den",JA,JA,7,"@003A *, ,CES PA 'DI YANG GYI NA BA NGAG DBANG BLO BZANG CHOS
LDAN DPAL BZANG

POS BGYIS PA'O,, ,,SARBA MANGGA LAm,, ,,",,1A-3A,,XYL,C,"W, W",G,G,6,"50.8x9.8 cm","47.0x7.0 cm","RGYA NAG PAR",,,"2005-03-13 15:10:12",,1800,M0067809.018-0900,,,,MKHL,"2005-03-13 15:10:12",,1,9541,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M0325-2.250",30466,,0,55056
M0012781,M0012781,,1028,1059,32,38830,,,,"GSOL 'DEBS DON GNYIS LHUN GRUB MA BZHUGS SO","GSOL 'DEBS DON GNYIS",,"LCANG SKYA NGAG DBANG BLO BZANG CHOS LDAN",,"NGAG DBANG BLO BZANG CHOS LDAN","Ngawang Losang Ch̦den",JA,JA,7,"@001B CES PA 'DI NI LHAR BCAS 'GRO BA'I GTZUG RGYAN YONGS
RDZOGS BSTAN PA'I MNGA' BDAG ,

NGES PA DON GYI BSTAN 'DZIN CHEN PO DZA YA PAndI TA HU THOG THUS
BONG BA GSER GZIGS KYIS 'DI LTA BU ZHIG GYIS ZHES BKA' BSTZAL BA
LTAR RNAM G-YENGS KYI KHOL BOR RGAS PA'I BAN RGAN GYI NA PA
NGAG DBANG BLO BZANG CHOS LDAN DPAL BZANG POS

@002A *, ,SBYAR BA'I YI GE PA NI GZHUNG LUGS RAB 'BYAMS PA RNAM
DPYOD YANGS PA'I RAB 'BYAMS SMRA BA BLO BZANG NYI MA'O,, ,,BKRA
SHIS,, ,,",,1A-2A,,XYL,C,"W, Y",G,G,5,"51.5x9.9 cm","47.6x7.2 cm","RGYA NAG PAR",,,"2005-10-14 09:10:12",,1806,M0047824.043-0848,,,,MPO,"2005-10-14 09:10:12",,1,9608,0,0,,0,"/Users/venphil/Mongolian Catalog/catalogs/mongolia catalog/New folder (3)/M1012-2.256",28051,,0,57660
